settlement_id,locality_name,rent_3_rooms,rent_4_rooms,rent_5_rooms
1254,נטף,NULL,NULL,NULL
523,ניין,NULL,NULL,NULL
3655,"ניל""י",NULL,NULL,NULL
351,ניצן,NULL,NULL,NULL
1419,ניצן ב',NULL,NULL,NULL
1195,ניצנה (קהילת חינוך),NULL,NULL,NULL
1280,ניצני סיני,NULL,NULL,NULL
851,ניצני עוז,NULL,NULL,NULL
359,ניצנים,NULL,NULL,NULL
808,ניר אליהו,NULL,NULL,NULL
553,ניר בנים,NULL,NULL,NULL
720,ניר גלים,NULL,NULL,NULL
256,ניר דוד (תל עמל),NULL,NULL,NULL
11,"ניר ח""ן",NULL,NULL,NULL
165,ניר יפה,NULL,NULL,NULL
402,ניר יצחק,NULL,NULL,NULL
699,ניר ישראל,NULL,NULL,NULL
2047,ניר משה,NULL,NULL,NULL
69,ניר עוז,NULL,NULL,NULL
348,ניר עם,NULL,NULL,NULL
769,ניר עציון,NULL,NULL,NULL
2048,ניר עקיבא,NULL,NULL,NULL
331,ניר צבי,NULL,NULL,NULL
602,נירים,NULL,NULL,NULL
1236,נירית,NULL,NULL,NULL
1748,נמל תעופה בן-גוריון,NULL,NULL,NULL
4035,נמרוד,NULL,NULL,NULL
825,נס הרים,NULL,NULL,NULL
1143,נס עמים,NULL,NULL,NULL
7200,נס ציונה,4250,6000,8500
186,נעורים,NULL,NULL,NULL
3787,נעלה,NULL,4700,NULL
3713,"נעמ""ה",NULL,NULL,NULL
158,נען,NULL,NULL,NULL
3620,נערן,NULL,NULL,NULL
1372,נצר חזני,NULL,NULL,NULL
435,נצר סרני,NULL,NULL,NULL
7300,נצרת,NULL,3850,NULL
2500,נשר,3000,4000,5675
3555,נתיב הגדוד,NULL,NULL,NULL
693,"נתיב הל""ה",NULL,NULL,NULL
1242,נתיב העשרה,NULL,NULL,NULL
792,נתיב השיירה,NULL,NULL,NULL
246,נתיבות,2325,3287,4225
7400,נתניה,4450,6400,7750
525,סאג'ור,NULL,NULL,NULL
578,סאסא,NULL,NULL,NULL
587,סביון,NULL,NULL,NULL
2046,סגולה,NULL,NULL,NULL
942,סואעד (חמרייה)*,NULL,NULL,NULL
526,סולם,NULL,NULL,NULL
3756,סוסיה,NULL,NULL,NULL
1238,סופה,NULL,NULL,NULL
7500,סח'נין,NULL,NULL,NULL
1245,סלמה,NULL,NULL,NULL
3567,סלעית,NULL,NULL,NULL
1156,סמר,NULL,NULL,NULL
3777,סנסנה,NULL,NULL,NULL
419,סעד,NULL,NULL,NULL
1360,סעוה,NULL,NULL,NULL
454,סער,NULL,NULL,NULL
1176,ספיר,NULL,NULL,NULL
610,סתרייה,NULL,NULL,NULL
892,עבדון,NULL,NULL,NULL
376,עברון,NULL,NULL,NULL
794,עגור,NULL,NULL,NULL
4501,ע'ג'ר,NULL,NULL,NULL
1762,עד הלום,NULL,NULL,NULL
1199,עדי,NULL,NULL,NULL
2035,עדנים,NULL,NULL,NULL
826,עוזה,NULL,NULL,NULL
528,עוזייר,NULL,NULL,NULL
737,עולש,NULL,NULL,NULL
666,עומר,NULL,NULL,NULL
810,עופר,NULL,NULL,NULL
32,עוצם,NULL,NULL,NULL
328,עזוז,NULL,NULL,NULL
1149,עזר,NULL,NULL,NULL
837,עזריאל,NULL,NULL,NULL
711,עזריה,NULL,NULL,NULL
817,עזריקם,NULL,NULL,NULL
3658,עטרת,NULL,NULL,NULL
1175,עידן,NULL,NULL,NULL
1765,עידן הנגב,NULL,NULL,NULL
530,עיילבון,NULL,NULL,NULL
156,עיינות,NULL,NULL,NULL
511,עילוט,NULL,NULL,NULL
687,עין איילה,NULL,NULL,NULL
546,עין אל-אסד,NULL,NULL,NULL
273,עין גב,NULL,NULL,NULL
2042,עין גדי,NULL,NULL,NULL
436,עין דור,NULL,NULL,NULL
1240,עין הבשור,NULL,NULL,NULL
74,עין הוד,NULL,NULL,NULL
167,עין החורש,NULL,NULL,NULL
289,עין המפרץ,NULL,NULL,NULL
383,"עין הנצי""ב",NULL,NULL,NULL
367,עין העמק,NULL,NULL,NULL
270,עין השופט,NULL,NULL,NULL
676,עין השלושה,NULL,NULL,NULL
157,עין ורד,NULL,NULL,NULL
4503,עין זיוון,NULL,NULL,NULL
1320,עין חוד,NULL,NULL,NULL
1053,עין חצבה,NULL,NULL,NULL
89,עין חרוד (איחוד),NULL,NULL,NULL
82,עין חרוד (מאוחד),NULL,NULL,NULL
806,עין יהב,NULL,NULL,NULL
813,עין יעקב,NULL,NULL,NULL
1056,"עין כרם-בי""ס חקלאי",NULL,NULL,NULL
426,עין כרמל,NULL,NULL,NULL
532,עין מאהל,NULL,NULL,NULL
521,עין נקובא,NULL,NULL,NULL
223,עין עירון,NULL,NULL,NULL
622,עין צורים,NULL,NULL,NULL
4502,עין קנייא,NULL,NULL,NULL
514,עין ראפה,NULL,NULL,NULL
139,עין שמר,NULL,NULL,NULL
880,עין שריד,NULL,NULL,NULL
1251,עין תמר,NULL,NULL,NULL
871,עינת,NULL,NULL,NULL
1187,עיר אובות,NULL,NULL,NULL
7600,עכו,2700,3550,5000
1146,עלומים,NULL,NULL,NULL
3765,עלי,NULL,NULL,NULL
3727,עלי זהב,NULL,NULL,NULL
688,עלמה,NULL,NULL,NULL
3715,עלמון,NULL,NULL,NULL
1212,עמוקה,NULL,NULL,NULL
3824,עמיחי,NULL,NULL,NULL
779,עמינדב,NULL,NULL,NULL
385,עמיעד,NULL,NULL,NULL
318,עמיעוז,NULL,NULL,NULL
773,עמיקם,NULL,NULL,NULL
319,עמיר,NULL,NULL,NULL
3660,עמנואל,2150,2500,3200
708,עמקה,NULL,NULL,NULL
3712,ענב,NULL,NULL,NULL
534,עספיא,2550,2750,NULL
7700,עפולה,2500,3550,4450
3617,עפרה,NULL,NULL,NULL
917,עצמון שגב,NULL,NULL,NULL
531,עראבה,NULL,NULL,NULL
1246,עראמשה,NULL,NULL,NULL
1335,ערב אל נעים,NULL,NULL,NULL
2560,ערד,2445,2975,NULL
593,ערוגות,NULL,NULL,NULL
637,ערערה,NULL,NULL,NULL
1192,ערערה-בנגב,NULL,NULL,NULL
591,עשרת,NULL,NULL,NULL
53,עתלית,3050,5250,NULL
3748,עתניאל,NULL,NULL,NULL
1151,פארן,NULL,NULL,NULL
1763,פארק תעשיות ספירים,NULL,NULL,NULL
1745,פארק תעשיות עמק חפר,NULL,NULL,NULL
3768,פדואל,NULL,NULL,NULL
750,פדויים,NULL,NULL,NULL
838,פדיה,NULL,NULL,NULL
537,פוריידיס,NULL,NULL,NULL
1104,פורייה - כפר עבודה,NULL,NULL,NULL
1105,פורייה - נווה עובד,NULL,NULL,NULL
1313,פורייה עילית,NULL,NULL,NULL
767,פורת,NULL,NULL,NULL
749,פטיש,NULL,NULL,NULL
1185,פלך,NULL,NULL,NULL
597,פלמחים,NULL,NULL,NULL
3723,פני חבר,NULL,NULL,NULL
3659,פסגות,NULL,NULL,NULL
535,פסוטה,NULL,NULL,NULL
2059,"פעמי תש""ז",NULL,NULL,NULL
3615,פצאל,NULL,NULL,NULL
536,פקיעין (בוקייעה),NULL,NULL,NULL
281,פקיעין חדשה,NULL,NULL,NULL
7800,פרדס חנה-כרכור,3450,5175,6200
171,פרדסייה,4450,NULL,NULL
599,פרוד,NULL,NULL,NULL
2053,פרזון,NULL,NULL,NULL
1231,פרי גן,NULL,NULL,NULL
7900,פתח תקווה,4400,5900,7250
839,פתחיה,NULL,NULL,NULL
413,צאלים,NULL,NULL,NULL
1180,צביה,NULL,NULL,NULL
1213,צבעון,NULL,NULL,NULL
465,צובה,NULL,NULL,NULL
1136,צוחר,NULL,NULL,NULL
1111,צופייה,NULL,NULL,NULL
3791,צופים,NULL,NULL,NULL
198,צופית,NULL,NULL,NULL
1150,צופר,NULL,NULL,NULL
1102,צוקי ים,NULL,NULL,NULL
1262,צוקים,NULL,NULL,NULL
1113,צור הדסה,NULL,NULL,NULL
1345,צור יצחק,NULL,5425,5800
276,צור משה,NULL,NULL,NULL
1148,צור נתן,NULL,NULL,NULL
774,צוריאל,NULL,NULL,NULL
1221,צורית,NULL,NULL,NULL
613,ציפורי,NULL,NULL,NULL
796,צלפון,NULL,NULL,NULL
636,צנדלה,NULL,NULL,NULL
594,צפרייה,NULL,NULL,NULL
1079,צפרירים,NULL,NULL,NULL
8000,צפת,2550,3700,NULL
612,צרופה,NULL,NULL,NULL
567,צרעה,NULL,NULL,NULL
334,קבוצת יבנה,NULL,NULL,NULL
3557,קדומים,NULL,NULL,NULL
195,קדימה-צורן,4650,6275,7700
392,קדמה,NULL,NULL,NULL
4025,קדמת צבי,NULL,NULL,NULL
3781,קדר,NULL,NULL,NULL
615,קדרון,NULL,NULL,NULL
1211,קדרים,NULL,NULL,NULL
766,קוממיות,NULL,NULL,NULL
1179,קורנית,NULL,NULL,NULL
1052,קטורה,NULL,NULL,NULL
1167,קיסריה,5700,NULL,NULL
414,קלחים,NULL,NULL,NULL
3601,קליה,NULL,NULL,NULL
638,קלנסווה,NULL,NULL,NULL
4024,קלע,NULL,NULL,NULL
1767,קמה (אזור תעשייה חקלאית),NULL,NULL,NULL
1243,קציר,NULL,NULL,NULL
1347,קצר א-סר,NULL,NULL,NULL
4100,קצרין,2750,3600,NULL
2620,קריית אונו,5437,7225,7875
3611,קריית ארבע,2200,2400,3710
6800,קריית אתא,2750,3850,5250
9500,קריית ביאליק,3200,4000,4900
2630,קריית גת,2695,3350,4400
1768,קריית חינוך מרחבים*,NULL,NULL,NULL
2300,קריית טבעון,3950,4500,6550
9600,קריית ים,2700,4100,5400
1137,קריית יערים,4050,5750,7150
2039,קריית יערים (מוסד),NULL,NULL,NULL
8200,קריית מוצקין,3200,4175,5575
1034,קריית מלאכי,2800,4350,5125
3746,קריית נטפים,NULL,NULL,NULL
78,קריית ענבים,NULL,NULL,NULL
469,קריית עקרון,3700,4050,NULL
412,קריית שלמה,NULL,NULL,NULL
2800,קריית שמונה,2500,2850,NULL
1766,קרית חינוך עזתה,NULL,NULL,NULL
1746,קרית תעופה,NULL,NULL,NULL
3640,קרני שומרון,3225,4250,NULL
4006,קשת,NULL,NULL,NULL
543,ראמה,NULL,NULL,NULL
1334,ראס אל-עין,NULL,NULL,NULL
990,ראס עלי,NULL,NULL,NULL
2640,ראש העין,4700,5850,6500
26,ראש פינה,NULL,NULL,NULL
3602,ראש צורים,NULL,NULL,NULL
8300,ראשון לציון,4850,6100,7550
3795,רבבה,NULL,NULL,NULL
564,רבדים,NULL,NULL,NULL
354,רביבים,NULL,NULL,NULL
1225,רביד,NULL,NULL,NULL
390,רגבה,NULL,NULL,NULL
444,רגבים,NULL,NULL,NULL
1161,רהט,NULL,NULL,NULL
2051,רווחה,NULL,NULL,NULL
2016,רוויה,NULL,NULL,NULL
1341,רוח מדבר,NULL,NULL,NULL
362,רוחמה,NULL,NULL,NULL
539,רומאנה,NULL,NULL,NULL
997,רומת הייב,NULL,NULL,NULL
3619,רועי,NULL,NULL,NULL
3782,רותם,NULL,NULL,NULL
854,רחוב,NULL,NULL,NULL
8400,רחובות,4400,5850,7200
3822,רחלים,NULL,NULL,NULL
540,ריחאנייה,NULL,NULL,NULL
3568,ריחן,NULL,NULL,NULL
542,ריינה,NULL,NULL,NULL
3565,רימונים,NULL,NULL,NULL
616,רינתיה,NULL,NULL,NULL
922,רכסים,NULL,NULL,NULL
1069,רם-און,NULL,NULL,NULL
4702,רמות,NULL,NULL,NULL
206,רמות השבים,NULL,NULL,NULL
735,רמות מאיר,NULL,NULL,NULL
445,רמות מנשה,NULL,NULL,NULL
372,רמות נפתלי,NULL,NULL,NULL
8500,רמלה,3500,4500,6425
8600,רמת גן,5900,7300,8650
135,רמת דוד,NULL,NULL,NULL
184,רמת הכובש,NULL,NULL,NULL
4029,רמת הנשיא טראמפ,NULL,NULL,NULL
335,רמת השופט,NULL,NULL,NULL
2650,רמת השרון,6650,8500,10450
178,רמת יוחנן,NULL,NULL,NULL
122,רמת ישי,3100,5000,NULL
4701,רמת מגשימים,NULL,NULL,NULL
339,רמת צבי,NULL,NULL,NULL
460,רמת רזיאל,NULL,NULL,NULL
127,רמת רחל,NULL,NULL,NULL
789,רנן,NULL,NULL,NULL
713,רעים,NULL,NULL,NULL
8700,רעננה,6175,7125,8600
1228,רקפת,NULL,NULL,NULL
247,רשפון,NULL,NULL,NULL
437,רשפים,NULL,NULL,NULL
1260,רתמים,NULL,NULL,NULL
324,שאר ישוב,NULL,NULL,NULL
1377,שבי דרום,NULL,NULL,NULL
282,שבי ציון,NULL,NULL,NULL
3571,שבי שומרון,NULL,NULL,NULL
913,שבלי - אום אל-גנם,NULL,NULL,NULL
1286,שגב-שלום,NULL,NULL,NULL
721,שדה אילן,NULL,NULL,NULL
304,שדה אליהו,NULL,NULL,NULL
861,שדה אליעזר,NULL,NULL,NULL
885,שדה בוקר,NULL,NULL,NULL
36,שדה דוד,NULL,NULL,NULL
284,שדה ורבורג,NULL,NULL,NULL
293,שדה יואב,NULL,NULL,NULL
142,שדה יעקב,NULL,NULL,NULL
2008,שדה יצחק,NULL,NULL,NULL
18,שדה משה,NULL,NULL,NULL
259,שדה נחום,NULL,NULL,NULL
329,שדה נחמיה,NULL,NULL,NULL
1058,שדה ניצן,NULL,NULL,NULL
739,שדה עוזיהו,NULL,NULL,NULL
2049,שדה צבי,NULL,NULL,NULL
327,שדות ים,NULL,NULL,NULL
27,שדות מיכה,NULL,NULL,NULL
1223,שדי אברהם,NULL,NULL,NULL
2015,שדי חמד,NULL,NULL,NULL
2057,שדי תרומות,NULL,NULL,NULL
555,שדמה,NULL,NULL,NULL
306,שדמות דבורה,NULL,NULL,NULL
3578,שדמות מחולה,NULL,NULL,NULL
1031,שדרות,2550,2900,3000
741,שואבה,NULL,NULL,NULL
761,שובה,NULL,NULL,NULL
394,שובל,NULL,NULL,NULL
1304,שוהם,5600,6800,7650
614,שומרה,NULL,NULL,NULL
1265,שומרייה,NULL,NULL,NULL
415,שוקדה,NULL,NULL,NULL
456,שורש,NULL,NULL,NULL
1235,שורשים,NULL,NULL,NULL
224,שושנת העמקים,NULL,NULL,NULL
527,שזור,NULL,NULL,NULL
7,שחר,NULL,NULL,NULL
1266,שחרות,NULL,NULL,NULL
865,שיבולים,NULL,NULL,NULL
1378,שיזף,NULL,NULL,NULL
1267,שיטים,NULL,NULL,NULL
658,שייח' דנון,NULL,NULL,NULL
3641,שילה,NULL,NULL,NULL
1165,שילת,NULL,NULL,NULL
1160,שכניה,NULL,NULL,NULL
873,שלווה,NULL,NULL,NULL
1373,שלווה במדבר,NULL,NULL,NULL
439,שלוחות,NULL,NULL,NULL
812,שלומי,2750,3150,NULL
1364,שלומית,NULL,NULL,NULL
1793,שלומציון,NULL,NULL,NULL
366,שמיר,NULL,NULL,NULL
3784,שמעה,NULL,NULL,NULL
432,שמרת,NULL,NULL,NULL
1337,שמשית,NULL,NULL,NULL
1287,שני,NULL,NULL,NULL
1132,שניר,NULL,NULL,NULL
538,שעב,NULL,NULL,NULL
4009,שעל,NULL,NULL,NULL
856,שעלבים,NULL,NULL,NULL
661,שער אפרים,NULL,NULL,NULL
264,שער הגולן,NULL,NULL,NULL
237,שער העמקים,NULL,NULL,NULL
921,שער מנשה,NULL,NULL,NULL
3826,שער שומרון,NULL,NULL,NULL
232,שפיים,NULL,NULL,NULL
692,שפיר,NULL,NULL,NULL
846,שפר,NULL,NULL,NULL
8800,שפרעם,NULL,NULL,NULL
3649,שקד,NULL,NULL,NULL
1233,שקף,NULL,NULL,NULL
292,שרונה,NULL,NULL,NULL
1114,שריגים (לי-און),NULL,NULL,NULL
126,שריד,NULL,NULL,NULL
398,שרשרת,NULL,NULL,NULL
1045,שתולה,NULL,NULL,NULL
763,שתולים,NULL,NULL,NULL
2062,תאשור,NULL,NULL,NULL
2061,תדהר,NULL,NULL,NULL
1172,תובל,NULL,NULL,NULL
3558,תומר,NULL,NULL,NULL
1083,תושייה,NULL,NULL,NULL
163,תימורים,NULL,NULL,NULL
10,תירוש,NULL,NULL,NULL
5000,תל אביב -יפו,7999,9950,13650
1707,תל חי (מכללה),NULL,NULL,NULL
84,תל יוסף,NULL,NULL,NULL
287,תל יצחק,NULL,NULL,NULL
154,תל מונד,5325,5400,7600
103,תל עדשים,NULL,NULL,NULL
3815,תל ציון,NULL,NULL,NULL
719,תל קציר,NULL,NULL,NULL
1054,תל שבע,NULL,NULL,NULL
1283,תל תאומים,NULL,NULL,NULL
3719,תלם,NULL,NULL,NULL
1051,תלמי אליהו,NULL,NULL,NULL
2003,תלמי אלעזר,NULL,NULL,NULL
2050,"תלמי ביל""ו",NULL,NULL,NULL
1237,תלמי יוסף,NULL,NULL,NULL
727,תלמי יחיאל,NULL,NULL,NULL
744,תלמי יפה,NULL,NULL,NULL
814,תלמים,NULL,NULL,NULL
1244,תמרת,NULL,NULL,NULL
2002,תנובות,NULL,NULL,NULL
752,תעוז,NULL,NULL,NULL
1709,תעשיון דלתון,NULL,NULL,NULL
1741,תעשיון השרון,NULL,NULL,NULL
1750,תעשיון חבל יבנה,NULL,NULL,NULL
1742,תעשיון חצב*,NULL,NULL,NULL
1744,תעשיון ימין,NULL,NULL,NULL
1754,תעשיון מבצע*,NULL,NULL,NULL
1794,תעשיון מיתרים,NULL,NULL,NULL
1760,תעשיון נוף אדום,NULL,NULL,NULL
1749,תעשיון צריפין,NULL,NULL,NULL
1755,תעשיון ראם*,NULL,NULL,NULL
1792,"תעשיון שח""ק",NULL,NULL,NULL
1714,תעשיות גליל תחתון,NULL,NULL,NULL
709,תפרח,NULL,NULL,NULL
665,תקומה,NULL,NULL,NULL
3563,תקוע,NULL,NULL,NULL
1346,תרבין א-צאנע (יישוב)*,NULL,NULL,NULL
778,תרום,NULL,NULL,NULL
,,NULL,NULL,NULL
